matchID,plid,team
ODI no. 2979,52969,West Indies
ODI no. 2979,51659,West Indies
ODI no. 2979,52917,West Indies
ODI no. 2979,230559,West Indies
ODI no. 2979,53115,West Indies
ODI no. 2979,52622,West Indies
ODI no. 2979,53191,West Indies
ODI no. 2979,52912,West Indies
ODI no. 2997,14020,Scotland
ODI no. 2997,25428,Scotland
ODI no. 2997,25446,Scotland
ODI no. 2997,407265,Scotland
ODI no. 2997,25490,Scotland
ODI no. 2997,25430,Scotland
ODI no. 2997,25098,Scotland
ODI no. 2997,298197,Scotland
ODI no. 2997,25451,Scotland
ODI no. 2997,295644,Scotland
ODI no. 2997,295644,Scotland
ODI no. 2997,20387,England
ODI no. 2997,230855,England
ODI no. 2997,19296,England
ODI no. 2997,10772,England
ODI no. 2997,24598,England
ODI no. 2997,23523,England
ODI no. 2997,8608,England
ODI no. 2997,10617,England
ODI no. 2997,21431,England
ODI no. 2997,23460,England
ODI no. 2997,20431,England
ODI no. 3005,414248,Canada
ODI no. 3005,361952,Canada
ODI no. 3005,23803,Canada
ODI no. 3005,23797,Canada
ODI no. 3005,36383,Canada
ODI no. 3005,51738,Canada
ODI no. 3005,418615,Canada
ODI no. 3005,23865,Canada
ODI no. 3005,313430,Canada
ODI no. 3005,41224,Canada
ODI no. 3005,440977,Canada
ODI no. 3005,318340,Afghanistan
ODI no. 3005,307653,Afghanistan
ODI no. 3005,419873,Afghanistan
ODI no. 3005,318334,Afghanistan
ODI no. 3005,320652,Afghanistan
ODI no. 3005,25913,Afghanistan
ODI no. 3005,319758,Afghanistan
ODI no. 3005,25905,Afghanistan
ODI no. 3005,311427,Afghanistan
ODI no. 3005,319746,Afghanistan
ODI no. 3005,318339,Afghanistan
ODI no. 3027,56194,Bangladesh
ODI no. 3027,280734,Bangladesh
ODI no. 3027,55946,Bangladesh
ODI no. 3027,55944,Bangladesh
ODI no. 3027,56143,Bangladesh
ODI no. 3027,56029,Bangladesh
ODI no. 3027,56025,Bangladesh
ODI no. 3027,56007,Bangladesh
ODI no. 3027,56283,Bangladesh
ODI no. 3027,300619,Bangladesh
ODI no. 3027,56160,Bangladesh
ODI no. 3027,24611,Ireland
ODI no. 3027,303427,Ireland
ODI no. 3027,293983,Ireland
ODI no. 3027,24289,Ireland
ODI no. 3027,24605,Ireland
ODI no. 3027,24609,Ireland
ODI no. 3027,24286,Ireland
ODI no. 3027,24237,Ireland
ODI no. 3027,6038,Ireland
ODI no. 3027,24599,Ireland
ODI no. 3027,348034,Ireland
ODI no. 3029,56194,Bangladesh
ODI no. 3029,280734,Bangladesh
ODI no. 3029,55946,Bangladesh
ODI no. 3029,55944,Bangladesh
ODI no. 3029,56143,Bangladesh
ODI no. 3029,56029,Bangladesh
ODI no. 3029,56025,Bangladesh
ODI no. 3029,56007,Bangladesh
ODI no. 3029,288305,Bangladesh
ODI no. 3029,56056,Bangladesh
ODI no. 3029,56283,Bangladesh
ODI no. 3029,214696,Netherlands
ODI no. 3029,214695,Netherlands
ODI no. 3029,219885,Netherlands
ODI no. 3029,36592,Netherlands
ODI no. 3029,24990,Netherlands
ODI no. 3029,44407,Netherlands
ODI no. 3029,245397,Netherlands
ODI no. 3029,24978,Netherlands
ODI no. 3029,297517,Netherlands
ODI no. 3029,245166,Netherlands
ODI no. 3029,24996,Netherlands
ODI no. 3680,326632,Australia
ODI no. 3680,219889,Australia
ODI no. 3680,267192,Australia
ODI no. 3680,4451,Australia
ODI no. 3680,325026,Australia
ODI no. 3680,8180,Australia
ODI no. 3680,230193,Australia
ODI no. 3680,272450,Australia
ODI no. 3680,311592,Australia
ODI no. 3680,261354,Australia
ODI no. 3680,489889,Australia
ODI no. 3680,298438,England
ODI no. 3680,249866,England
ODI no. 3680,297635,England
ODI no. 3680,24598,England
ODI no. 3680,311158,England
ODI no. 3680,308967,England
ODI no. 3680,8917,England
ODI no. 3680,247235,England
ODI no. 3680,244497,England
ODI no. 3680,351588,England
ODI no. 3680,210283,England
ODI no. 3679,326632,Australia
ODI no. 3679,219889,Australia
ODI no. 3679,267192,Australia
ODI no. 3679,4451,Australia
ODI no. 3679,325026,Australia
ODI no. 3679,325026,Australia
ODI no. 3679,272450,Australia
ODI no. 3679,230193,Australia
ODI no. 3679,311592,Australia
ODI no. 3679,261354,Australia
ODI no. 3679,489889,Australia
ODI no. 3679,24611,Ireland
ODI no. 3679,303427,Ireland
ODI no. 3679,24249,Ireland
ODI no. 3679,24289,Ireland
ODI no. 3679,303423,Ireland
ODI no. 3679,24609,Ireland
ODI no. 3679,414821,Ireland
ODI no. 3679,24237,Ireland
ODI no. 3679,417381,Ireland
ODI no. 3679,17134,Ireland
ODI no. 3679,364343,Ireland
ODI no. 3664,300631,Sri Lanka
ODI no. 3664,48472,Sri Lanka
ODI no. 3664,301236,Sri Lanka
ODI no. 3664,50747,Sri Lanka
ODI no. 3664,49764,Sri Lanka
ODI no. 3664,300628,Sri Lanka
ODI no. 3664,233514,Sri Lanka
ODI no. 3664,222354,Sri Lanka
ODI no. 3664,268740,Sri Lanka
ODI no. 3664,49758,Sri Lanka
ODI no. 3664,49619,Sri Lanka
ODI no. 3664,39037,Pakistan
ODI no. 3664,259410,Pakistan
ODI no. 3664,41434,Pakistan
ODI no. 3664,348144,Pakistan
ODI no. 3664,42657,Pakistan
ODI no. 3664,323389,Pakistan
ODI no. 3664,227760,Pakistan
ODI no. 3664,232491,Pakistan
ODI no. 3664,43685,Pakistan
ODI no. 3664,323244,Pakistan
ODI no. 3664,429981,Pakistan
ODI no. 3663,56194,Bangladesh
ODI no. 3663,436677,Bangladesh
ODI no. 3663,536936,Bangladesh
ODI no. 3663,56025,Bangladesh
ODI no. 3663,56143,Bangladesh
ODI no. 3663,56029,Bangladesh
ODI no. 3663,373538,Bangladesh
ODI no. 3663,300618,Bangladesh
ODI no. 3663,56007,Bangladesh
ODI no. 3663,629066,Bangladesh
ODI no. 3663,330902,Bangladesh
ODI no. 3663,330902,South Africa
ODI no. 3663,43906,South Africa
ODI no. 3663,44828,South Africa
ODI no. 3663,318845,South Africa
ODI no. 3663,321777,South Africa
ODI no. 3663,44932,South Africa
ODI no. 3663,44410,South Africa
ODI no. 3663,439952,South Africa
ODI no. 3663,297583,South Africa
ODI no. 3663,550215,South Africa
ODI no. 3663,40618,South Africa
ODI no. 3861,259410,Pakistan
ODI no. 3861,41028,Pakistan
ODI no. 3861,41434,Pakistan
ODI no. 3861,348144,Pakistan
ODI no. 3861,42657,Pakistan
ODI no. 3861,227760,Pakistan
ODI no. 3861,227758,Pakistan
ODI no. 3861,922943,Pakistan
ODI no. 3861,290948,Pakistan
ODI no. 3861,681305,Pakistan
ODI no. 3861,43590,Pakistan
ODI no. 3861,431901,West Indies
ODI no. 3861,315586,West Indies
ODI no. 3861,252932,West Indies
ODI no. 3861,581379,West Indies
ODI no. 3861,230549,West Indies
ODI no. 3861,314615,West Indies
ODI no. 3861,391485,West Indies
ODI no. 3861,315594,West Indies
ODI no. 3861,341593,West Indies
ODI no. 3861,446101,West Indies
ODI no. 3861,670031,West Indies
ODI no. 3872,298438,England
ODI no. 3872,249866,England
ODI no. 3872,303669,England
ODI no. 3872,24598,England
ODI no. 3872,311158,England
ODI no. 3872,308967,England
ODI no. 3872,8917,England
ODI no. 3872,247235,England
ODI no. 3872,244497,England
ODI no. 3872,19264,England
ODI no. 3872,351588,England
ODI no. 3872,43906,South Africa
ODI no. 3872,379143,South Africa
ODI no. 3872,44828,South Africa
ODI no. 3872,44936,South Africa
ODI no. 3872,44932,South Africa
ODI no. 3872,321777,South Africa
ODI no. 3872,439952,South Africa
ODI no. 3872,265564,South Africa
ODI no. 3872,540316,South Africa
ODI no. 3872,550215,South Africa
ODI no. 3872,40618,South Africa
ODI no. 3900,431901,West Indies
ODI no. 3900,443150,West Indies
ODI no. 3900,581379,West Indies
ODI no. 3900,391832,West Indies
ODI no. 3900,230549,West Indies
ODI no. 3900,391485,West Indies
ODI no. 3900,820351,West Indies
ODI no. 3900,315594,West Indies
ODI no. 3900,341593,West Indies
ODI no. 3900,670031,West Indies
ODI no. 3900,450075,West Indies
ODI no. 3900,277916,India
ODI no. 3900,28235,India
ODI no. 3900,253802,India
ODI no. 3900,30045,India
ODI no. 3900,28081,India
ODI no. 3900,290716,India
ODI no. 3900,625371,India
ODI no. 3900,234675,India
ODI no. 3900,559235,India
ODI no. 3900,376116,India
ODI no. 3900,481896,India
